product_id,date,quantity_base
3,2026-01-30,3.249
3,2026-01-31,4.678
3,2026-02-01,4.585
3,2026-02-02,5.065
3,2026-02-03,5.584
3,2026-02-04,5.376
3,2026-02-05,6.136
3,2026-02-06,3.752
3,2026-02-07,4.561
3,2026-02-08,6.007
3,2026-02-09,6.32
3,2026-02-10,4.713
3,2026-02-11,5.684
3,2026-02-12,5.912
3,2026-02-13,4.654
3,2026-02-14,3.053
3,2026-02-15,4.676
3,2026-02-16,5.145
3,2026-02-17,7.469
3,2026-02-18,5.931
3,2026-02-19,6.53
3,2026-02-20,3.717
3,2026-02-21,3.371
3,2026-02-22,4.966
3,2026-02-23,6.041
3,2026-02-24,5.193
3,2026-02-25,6.174
3,2026-02-26,4.512
3,2026-02-27,4.607
3,2026-02-28,4.884
3,2026-03-01,4.062
3,2026-03-02,4.996
3,2026-03-03,5.076
3,2026-03-04,5.657
3,2026-03-05,7.044
3,2026-03-06,4.831
3,2026-03-07,3.433
3,2026-03-08,4.179
3,2026-03-09,3.938
3,2026-03-10,5.19
3,2026-03-11,7.285
3,2026-03-12,5.545
3,2026-03-13,6.307
3,2026-03-14,4.18
3,2026-03-15,4.423
3,2026-03-16,5.75
3,2026-03-17,3.884
3,2026-03-18,6.382
3,2026-03-19,5.641
3,2026-03-20,6.004
3,2026-03-21,5.049
3,2026-03-22,3.566
3,2026-03-23,6.252
3,2026-03-24,5.833
3,2026-03-25,5.515
3,2026-03-26,5.859
3,2026-03-27,4.674
3,2026-03-28,5.529
3,2026-03-29,4.767
3,2026-03-30,5.444
3,2026-03-31,6.784
3,2026-04-01,7.134
3,2026-04-02,6.349
3,2026-04-03,5.993
3,2026-04-04,4.806
3,2026-04-05,4.649
3,2026-04-06,6.291
3,2026-04-07,6.012
3,2026-04-08,6.308
3,2026-04-09,7.12
3,2026-04-10,6.176
3,2026-04-11,4.334
3,2026-04-12,4.173
3,2026-04-13,6.492
3,2026-04-14,6.746
3,2026-04-15,6.554
3,2026-04-16,5.506
3,2026-04-17,5.164
3,2026-04-18,4.344
3,2026-04-19,4.026
3,2026-04-20,5.445
3,2026-04-21,6.339
3,2026-04-22,6.023
3,2026-04-23,6.508
3,2026-04-24,5.951
3,2026-04-25,5.158
3,2026-04-26,4.357
3,2026-04-27,5.968
3,2026-04-28,6.21
3,2026-04-29,5.355
3,2026-04-30,6.344
3,2026-05-01,5.058
3,2026-05-02,6.478
3,2026-05-03,5.765
3,2026-05-04,5.953
3,2026-05-05,6.368
3,2026-05-06,6.496
3,2026-05-07,5.024
3,2026-05-08,3.571
3,2026-05-09,3.726
3,2026-05-10,4.582
3,2026-05-11,3.721
3,2026-05-12,5.754
3,2026-05-13,6.188
3,2026-05-14,5.676
3,2026-05-15,4.454
3,2026-05-16,4.172
3,2026-05-17,6.02
3,2026-05-18,5.956
3,2026-05-19,5.763
3,2026-05-20,6.352
3,2026-05-21,5.846
3,2026-05-22,4.39
3,2026-05-23,3.851
3,2026-05-24,5.471
3,2026-05-25,5.111
3,2026-05-26,5.356
3,2026-05-27,6.393
3,2026-05-28,5.984
3,2026-05-29,3.447
3,2026-05-30,4.454
3,2026-05-31,5.378
3,2026-06-01,5.829
3,2026-06-02,8.037
3,2026-06-03,7.45
3,2026-06-04,7.07
3,2026-06-05,7.286
3,2026-06-06,5.115
3,2026-06-07,4.835
3,2026-06-08,6.268
3,2026-06-09,5.826
3,2026-06-10,6.556
3,2026-06-11,5.414
3,2026-06-12,5.386
3,2026-06-13,4.008
3,2026-06-14,4.176
3,2026-06-15,5.841
3,2026-06-16,6.185
3,2026-06-17,4.949
3,2026-06-18,4.788
3,2026-06-19,4.17
3,2026-06-20,3.844
3,2026-06-21,5.078
3,2026-06-22,5.706
3,2026-06-23,7.168
3,2026-06-24,7.114
